Nivel;ID;Denominacion
4;L504-CALZ-037;APRETADOR DE TELA
4;L504-CALZ-038;SISTEMA DE SEGURIDAD
3;L504-CALZ-000160;EXTRUSORA
4;L504-CALZ-039;CABEZAL
4;L504-CALZ-040;POWER ROLL
4;L504-CALZ-041;BARRIL
4;L504-CALZ-042;GUSANO
4;L504-CALZ-043;HOPPER
4;L504-CALZ-044;EQUIPO HIDRAULICO
4;L504-CALZ-045;MOTOR
4;L504-CALZ-046;CAJA REDUCTORA
4;L504-CALZ-047;TRANSPORTADOR ALIMENTACION
4;L504-CALZ-048;SISTEMA DE SEGURIDAD
3;L504-CALZ-000161;T.C.U. EXTRUSORA
4;L504-CALZ-049;ZONA DE ENFRIAMIENTO #1
4;L504-CALZ-050;ZONA DE ENFRIAMIENTO #2
4;L504-CALZ-051;ZONA DE ENFRIAMIENTO #3
4;L504-CALZ-052;ZONA DE ENFRIAMIENTO #4
4;L504-CALZ-053;ZONA DE CALENTAMIENTO #1
4;L504-CALZ-054;ZONA DE CALENTAMIENTO #2
4;L504-CALZ-055;ZONA DE CALENTAMIENTO #3
4;L504-CALZ-056;ZONA DE CALENTAMIENTO #4
3;L504-CALZ-000168;COLOCADORA DE ALGODON
3;L504-CALZ-000173;ZONA CONTROL Y AJUSTE DE TELA
4;L504-CALZ-057;SISTEMA DE PRETENSADO
4;L504-CALZ-058;SISTEMA DE CENTRADO
4;L504-CALZ-059;CONTROL DE TENSION
3;L504-CALZ-000174;T.C.U. RODILLOS
4;L504-CALZ-060;ZONA DE ENFRIAMIENTO #1
4;L504-CALZ-061;ZONA DE ENFRIAMIENTO #2
4;L504-CALZ-062;ZONA DE ENFRIAMIENTO #3
4;L504-CALZ-063;ZONA DE ENFRIAMIENTO #4
4;L504-CALZ-064;ZONA DE CALENTAMIENTO #1
4;L504-CALZ-065;ZONA DE CALENTAMIENTO #2
4;L504-CALZ-066;ZONA DE CALENTAMIENTO #3
4;L504-CALZ-067;ZONA DE CALENTAMIENTO #4
3;L504-CALZ-000175;TRANSPORTADORES ABASTECEDORES
4;L504-CALZ-068;TRANSPORTADOR SUPERIOR SALIDA EXTRUSORA
4;L504-CALZ-069;TRANSPORTADOR INFERIOR SALIDA EXTRUSORA
4;L504-CALZ-070;TRANSPORTADOR ALIMENTADOR WIGWAG SUP
4;L504-CALZ-071;TRANSPORTADOR ALIMENTADOR WIGWAG INF
4;L504-CALZ-072;TRANSPORTADOR WIGWAG SUPERIOR
4;L504-CALZ-073;TRANSPORTADOR WIGWAG INFERIOR
3;L504-CALZ-000176;ZONA DE COMPENSACION
4;L504-CALZ-074;MARCADOR DE TELA
4;L504-CALZ-075;ESCOBILLAS
4;L504-CALZ-076;SISTEMA MEDICION ESPESOR
4;L504-CALZ-077;SISTEMA DE COMPENSACION
4;L504-CALZ-078;CONTROL DE TESION
3;L504-CALZ-000177;RODILLOS ENFRIADORES
4;L504-CALZ-079;TAMBORES
4;L504-CALZ-080;SISTEMA DE ENFRIADO
3;L504-CALZ-000178;SISTEMA DE RADIACION
4;L504-CALZ-081;EBP
4;L504-CALZ-082;SISTEMA ENFRIADO EBP
4;L504-CALZ-083;ESTANQUE DE SF6
4;L504-CALZ-084;INVERSOR
4;L504-CALZ-085;SISTEMA DE VENTILACION
3;L504-CALZ-000179;CUARTO DE ENFRIADO
4;L504-CALZ-086;TAMBORES
4;L504-CALZ-087;SISTEMA DE ENFRIADO
4;L504-CALZ-088;CHILLER
3;L504-CALZ-000180;MAQUINA GENERAL
2;L504-GUMCAL;CALANDRA GUM
3;L504-GUMCAL-000143;ACUMULADOR DE AGUA
4;L504-GUMCAL-001;SISTEMA DE CORTE SUPERIOR
4;L504-GUMCAL-002;SISTEMA CONTROL DE ENFRIADO TCU´s
3;L504-GUMCAL-000144;CUERPO DE CALANDRA
4;L504-GUMCAL-003;RODILLO#1
4;L504-GUMCAL-004;RODILLO#2
4;L504-GUMCAL-005;RODILLO#3
4;L504-GUMCAL-006;RODILLO#4
4;L504-GUMCAL-007;SISTEMA MEDICION ESPESOR SUPERIOR
4;L504-GUMCAL-008;SISTEMA MEDICION ESPESOR INFERIOR
4;L504-GUMCAL-009;CENTRAL HIDRAULICA CONTROL DE ESPESOR
4;L504-GUMCAL-010;PLATAFORMA
4;L504-GUMCAL-011;CENTRAL HIDRAULICA LEVANTE PLATAFORMA
4;L504-GUMCAL-012;CAJA REDUCTORA
4;L504-GUMCAL-013;SISTEMA DE ENHEBRADO
4;L504-GUMCAL-014;SISTEMA LUBRICACION RODILLOS
4;L504-GUMCAL-015;SIST. LUB. CAJA REDUCTORA RODILLOS
4;L504-GUMCAL-016;SISTEMA DE CORTE SUPERIOR
4;L504-GUMCAL-017;SISTEMA CORTE INFERIOR
3;L504-GUMCAL-000146;WIND-UP
4;L504-GUMCAL-018;SISTEMA DE CORTE 1-2
4;L504-GUMCAL-019;SISTEMA DE CORTE 3-4
4;L504-GUMCAL-020;SISTEMA DE CORTE 5-6
4;L504-GUMCAL-021;ESTACIÓN WINDUP#1
4;L504-GUMCAL-022;SISTEMA NEUMATICO WINDUP#1
4;L504-GUMCAL-023;ESTACION WINDUP#2
4;L504-GUMCAL-024;SISTEMA NEUMATICO WINDUP#2
4;L504-GUMCAL-025;ESTACION WINDUP#3
4;L504-GUMCAL-026;SISTEMA NEUMATICO WINDUP#3
4;L504-GUMCAL-027;ESTACION WINDUP#4
4;L504-GUMCAL-028;SISTEMA NEUMATICO WINDUP#4
4;L504-GUMCAL-029;ESTACION WINDUP#5
4;L504-GUMCAL-030;SISTEMA DE CENTRADO WINDUP#5
4;L504-GUMCAL-031;SISTEMA NEUMATICO WINDUP#5
4;L504-GUMCAL-032;ESTACION WINDUP#6
4;L504-GUMCAL-033;SISTEMA DE CENTRADO WINDUP#6
4;L504-GUMCAL-034;SISTEMA NEUMATICO WINDUP#6
3;L504-GUMCAL-000160;EXTRUSORA BOTTON
4;L504-GUMCAL-035;CABEZAL
4;L504-GUMCAL-036;BARRIL
4;L504-GUMCAL-037;GUSANO
4;L504-GUMCAL-038;POWER ROLL
4;L504-GUMCAL-039;HOPPER
4;L504-GUMCAL-040;EQUIPO HIDRAULICO
4;L504-GUMCAL-041;MOTOR
4;L504-GUMCAL-042;CAJA REDUCTORA
4;L504-GUMCAL-043;TRANSPORTADOR ALIMENTADOR
4;L504-GUMCAL-044;SISTEMA DE SEGURIDAD
3;L504-GUMCAL-000161;EXTRUSORA UPPER
4;L504-GUMCAL-045;CABEZAL
4;L504-GUMCAL-046;BARRIL
4;L504-GUMCAL-047;GUSANO
4;L504-GUMCAL-048;POWER ROLL
4;L504-GUMCAL-049;HOPPER
4;L504-GUMCAL-050;EQUIPO HIDRAULICO
4;L504-GUMCAL-051;MOTOR
4;L504-GUMCAL-052;CAJA REDUCTORA
4;L504-GUMCAL-053;TRANSPORTADOR ALIMENTADOR
4;L504-GUMCAL-054;SISTEMA DE SEGURIDAD
3;L504-GUMCAL-000162;TCU EXTRUSORA BOTTOM
4;L504-GUMCAL-055;SISTEMA DE ENFRIAMIENTO ZONA#1
4;L504-GUMCAL-056;SISTEMA DE ENFRIAMIENTO ZONA#2
4;L504-GUMCAL-057;SISTEMA DE ENFRIAMIENTO ZONA#3
4;L504-GUMCAL-058;SISTEMA DE ENFRIAMIENTO ZONA#4
4;L504-GUMCAL-059;SISTEMA DE CALENTAMIENTO ZONA#1
4;L504-GUMCAL-060;SISTEMA DE CALENTAMIENTO ZONA#2
4;L504-GUMCAL-061;SISTEMA DE CALENTAMIENTO ZONA#3
4;L504-GUMCAL-062;SISTEMA DE CALENTAMIENTO ZONA#4
3;L504-GUMCAL-000163;TCU EXTRUSORA UPPER
4;L504-GUMCAL-063;SISTEMA DE ENFRIAMIENTO ZONA#1
4;L504-GUMCAL-064;SISTEMA DE ENFRIAMIENTO ZONA#2
4;L504-GUMCAL-065;SISTEMA DE ENFRIAMIENTO ZONA#3
4;L504-GUMCAL-066;SISTEMA DE ENFRIAMIENTO ZONA#4
4;L504-GUMCAL-067;SISTEMA DE CALENTAMIENTO ZONA#1
4;L504-GUMCAL-068;SISTEMA DE CALENTAMIENTO ZONA#2
4;L504-GUMCAL-069;SISTEMA DE CALENTAMIENTO ZONA#3
4;L504-GUMCAL-070;SISTEMA DE CALENTAMIENTO ZONA#4
3;L504-GUMCAL-000164;TCU RODILLOS
4;L504-GUMCAL-071;SISTEMA DE ENFRIAMIENTO ZONA#1
4;L504-GUMCAL-072;SISTEMA DE ENFRIAMIENTO ZONA#2
4;L504-GUMCAL-073;SISTEMA DE ENFRIAMIENTO ZONA#3
4;L504-GUMCAL-074;SISTEMA DE ENFRIAMIENTO ZONA#4
4;L504-GUMCAL-075;SISTEMA DE CALENTAMIENTO ZONA#1
4;L504-GUMCAL-076;SISTEMA DE CALENTAMIENTO ZONA#2
4;L504-GUMCAL-077;SISTEMA DE CALENTAMIENTO ZONA#3
4;L504-GUMCAL-078;SISTEMA DE CALENTAMIENTO ZONA#4
3;L504-GUMCAL-000165;TRANSPORTADORES ABASTECEDORES
4;L504-GUMCAL-079;TRANSPORTADOR SALIDA EXTRUSORA BOTTON
4;L504-GUMCAL-080;TRANSP. ALIMENTADOR WIGWAG EXT. BOTTOM
4;L504-GUMCAL-081;TRANSPORTADOR WIGWAG BOTTOM
4;L504-GUMCAL-082;SISTEMA DE CORTE BOTTOM
4;L504-GUMCAL-083;TRANSPORTADOR SALIDA  EXTRUSORA UPPER
4;L504-GUMCAL-084;TRANSP. ALIMENTADOR WIGWAG EXT. UPPER
4;L504-GUMCAL-085;TRANSPORTADOR WIGWAG UPPER
4;L504-GUMCAL-086;SISTEMA DECORTE UPPER
3;L504-GUMCAL-000166;EQUIPO CHILLER
4;L504-GUMCAL-087;COMPRESORES
4;L504-GUMCAL-088;CONDENSADORES
4;L504-GUMCAL-089;BOMBA DE LINEA A CONTROL DE ENFRIADO
4;L504-GUMCAL-090;ESTANQUE ACUMULADOR
4;L504-GUMCAL-091;SISTEMA CONTROL DE ENFRIADO SANDVIK
4;L504-GUMCAL-092;BOMBAS DE LINEA ENFRIADO A SANDVIK
3;L504-GUMCAL-000167;TRANSPORTADORES DE ENFRIAMIENTO
4;L504-GUMCAL-093;TRANSPORTADOR#1
4;L504-GUMCAL-094;TRANSPORTADOR#2
4;L504-GUMCAL-095;TRANSPORTADOR#3
4;L504-GUMCAL-096;TRANSPORTADOR#4
4;L504-GUMCAL-097;TRANSPORTADOR#5 SANDVIK
4;L504-GUMCAL-098;TRANSPORTADOR#6
4;L504-GUMCAL-099;TRANSPORTADOR#7
4;L504-GUMCAL-100;TRANSPORTADOR#8
4;L504-GUMCAL-101;TRANSPORTADOR#9
4;L504-GUMCAL-102;TRANSPORTADOR#10
4;L504-GUMCAL-103;TRANSPORTADOR#11
4;L504-GUMCAL-104;TRANSPORTADOR#12
4;L504-GUMCAL-105;TRANSPORTADOR#13
4;L504-GUMCAL-106;TRANSPORTADOR#14
4;L504-GUMCAL-107;TRANSPORTADOR#15
3;L504-GUMCAL-000168;MAQUINA GENERAL
1;L504-4115;DEPARTAMENTO - CORTADORAS
2;L504-CAMER;LAMINATED GUM ROLL - CAMERON
3;L504-CAMER-0001;CORTE
3;L504-CAMER-0002;LET-OFF
3;L504-CAMER-0003;WIND-UP
2;L504-FISCH01;"FISCHER PLY CUTTER MACHINE 01"
3;L504-FISCH01-00126;DESENRROLLADORES LET-OFF
4;L504-FISCH01-001;DESENRROLLADOR MATERIAL A
4;L504-FISCH01-002;ENRROLLADOR LINNER MATERIAL A
4;L504-FISCH01-003;DESENRROLLADOR MATERIAL B
4;L504-FISCH01-004;ENRROLLADOR LINNER MATERIAL B
4;L504-FISCH01-005;SISTEMA DE GIRO LET-OFF
4;L504-FISCH01-006;EMPALMADOR
4;L504-FISCH01-007;SISTEMA DE CORTE
4;L504-FISCH01-008;TRIMMING
4;L504-FISCH01-009;LOOP
4;L504-FISCH01-010;SISTEMA DE CENTRADO
3;L504-FISCH01-00128;CORTADOR CUTTER
4;L504-FISCH01-011;CORTADOR TELA
4;L504-FISCH01-012;SUJETADOR
4;L504-FISCH01-013;SUFRIDERA
3;L504-FISCH01-00129;EMPALME SPLICER
4;L504-FISCH01-014;UPHOLDER
4;L504-FISCH01-015;CORREA 1
4;L504-FISCH01-016;VACIO CORREA 1
4;L504-FISCH01-017;EMPALMADOR
4;L504-FISCH01-018;CORREA 2
4;L504-FISCH01-019;VACIO CORREA 2
4;L504-FISCH01-020;EMPALMADOR MANUAL
4;L504-FISCH01-021;LOOP Y CENTRADO
3;L504-FISCH01-00130;ALIMENTADOR FEEDING SYSTEM
4;L504-FISCH01-022;SISTEMA DE AJUSTE DE ANGULO
4;L504-FISCH01-023;MESA AVANCE DE TELA
4;L504-FISCH01-024;PINZAS
4;L504-FISCH01-025;MESA SCRAP
3;L504-FISCH01-00131;APLICADOR DE HUINCHA GUMWEDGE
4;L504-FISCH01-026;DESENRROLLADORES
4;L504-FISCH01-027;EMPALMADOR
4;L504-FISCH01-028;ACUMULADOR
4;L504-FISCH01-029;SISTEMA DE CORTE
4;L504-FISCH01-030;APLICADOR DE HUINCHA
4;L504-FISCH01-031;CORREA INFERIOR
4;L504-FISCH01-032;CORREA SUPERIOR
4;L504-FISCH01-033;SISTEMA DE CENTRADO
3;L504-FISCH01-00132;CENTRADOR "CORD CUTTER"
3;L504-FISCH01-00133;ENRROLLADORES WIND-UP
4;L504-FISCH01-034;CORREA SUPERIOR
4;L504-FISCH01-035;CORREA INFERIOR
4;L504-FISCH01-036;CENTRADORES
4;L504-FISCH01-037;CAMARA ANCHO
4;L504-FISCH01-038;WINDUP A
4;L504-FISCH01-039;WINDUP B
3;L504-FISCH01-00134;MAQUINA GENERAL
2;L504-FISCH02;"FISCHER PLY CUTTER MACHINE 02"
3;L504-FISCH02-00126;DESENRROLLADORES LET-OFF
4;L504-FISCH02-001;DESENRROLLADOR MATERIAL A
4;L504-FISCH02-002;ENRROLLADOR LINNER A
4;L504-FISCH02-003;DESENRROLLADOR MATERIAL B
4;L504-FISCH02-004;ENRROLLADOR LINNER B
4;L504-FISCH02-005;SISTEMA DE GIRO LET-OFF
4;L504-FISCH02-006;EMPALMADOR
4;L504-FISCH02-007;SISTEMA DE CORTE
4;L504-FISCH02-008;TRIMMING
4;L504-FISCH02-009;LOOP
4;L504-FISCH02-010;SISTEMA DE CENTRADO
3;L504-FISCH02-00128;CORTADOR CUTTER
4;L504-FISCH02-011;CORTADOR DE TELA
4;L504-FISCH02-012;SUJETADOR
4;L504-FISCH02-013;SUFRIDERA
3;L504-FISCH02-00129;EMPALME SPLICER
4;L504-FISCH02-014;UPHOLDER
4;L504-FISCH02-015;CORREA 1
4;L504-FISCH02-016;VACIO CORREA 1
4;L504-FISCH02-017;EMPALMADOR
4;L504-FISCH02-018;CORREA 2
4;L504-FISCH02-019;VACIO CORREA 2
4;L504-FISCH02-020;EMPALMADOR MANUAL
4;L504-FISCH02-021;LOOP Y CENTRADO
3;L504-FISCH02-00130;ALIMENTADOR FEEDING SYSTEM
4;L504-FISCH02-022;SISTEMA DE AJUSTE DE ANGULO
4;L504-FISCH02-023;MESA AVANCE DE TELA
4;L504-FISCH02-024;PINZAS
4;L504-FISCH02-025;MESA SCRAP
3;L504-FISCH02-00131;APLICADOR DE HUINCHA GUMWEDGE
4;L504-FISCH02-026;DESENRROLLADORES
4;L504-FISCH02-027;EMPALMADOR
4;L504-FISCH02-028;ACUMULADOR
4;L504-FISCH02-029;SISTEMA DE CORTE
4;L504-FISCH02-030;APLICADOR DE HUINCHA
4;L504-FISCH02-031;CORREA INFERIOR
4;L504-FISCH02-032;CORREA SUPERIOR
4;L504-FISCH02-033;SISTEMA DE CENTRADO
3;L504-FISCH02-00132;CENTRADOR "CORD CUTTER"
3;L504-FISCH02-00133;ENRROLLADORES WIND-UP
4;L504-FISCH02-034;CORREA SUPERIOR
4;L504-FISCH02-035;CORREA INFERIOR
4;L504-FISCH02-036;CENTRADORES
4;L504-FISCH02-037;CAMARA ANCHO
4;L504-FISCH02-038;WINDUP A
4;L504-FISCH02-039;WINDUP B
3;L504-FISCH02-00134;MAQUINA GENERAL
2;L504-MINI01;SPIRAL OVERLAY SLITTER 01
3;L504-MINI01-000134;LET-OFF
3;L504-MINI01-000135;EMPALME
3;L504-MINI01-000136;CORTE
3;L504-MINI01-000137;WIND-UP
3;L504-MINI01-000138;MAQUINA GENERAL
2;L504-MINI02;SPIRAL OVERLAY SLITTER 02
3;L504-MINI02-000134;LET-OFF
3;L504-MINI02-000135;EMPALME
3;L504-MINI02-000136;CORTE
3;L504-MINI02-000137;WIND-UP
3;L504-MINI02-000138;MAQUINA GENERAL
2;L504-MOTHER01;OVERLAY CUTTER MACHINE
3;L504-MOTHER01-0134;LET-OFF
3;L504-MOTHER01-0135;EMPALME
3;L504-MOTHER01-0136;CORTE
3;L504-MOTHER01-0137;WIND-UP
3;L504-MOTHER01-0138;MAQUINA GENERAL
2;L504-SPAD01;"SPADONE CUTTER MACHINE 01"
3;L504-SPAD01-000138;LET-OFF
4;L504-SPAD01-001;MATERIAL
4;L504-SPAD01-002;LINNER
4;L504-SPAD01-003;SISTEMA DE SEGURIDAD
3;L504-SPAD01-000139;COMPENSADOR
4;L504-SPAD01-004;POLÍN DANCER
4;L504-SPAD01-005;RODILLO TRACCIONADOR
4;L504-SPAD01-006;RODILLO ALIMENTADOR
4;L504-SPAD01-007;SISTEMA DE SEGURIDAD
3;L504-SPAD01-000140;CORTADOR Y EMPALME
4;L504-SPAD01-008;CORTADOR
4;L504-SPAD01-009;MESA DE CAÍDA
4;L504-SPAD01-010;ESTACIÓN EMPALME
4;L504-SPAD01-011;SISTEMA DE SEGURIDAD
4;L504-SPAD01-012;HMI
3;L504-SPAD01-000141;CENTRADOR
4;L504-SPAD01-013;MESA DE CENTRADO
4;L504-SPAD01-014;CORTADOR
4;L504-SPAD01-015;RODILLOS BANANA
4;L504-SPAD01-016;GUÍAS
4;L504-SPAD01-017;SISTEMA DE SEGURIDAD
3;L504-SPAD01-000142;WIND-UP A
4;L504-SPAD01-018;GUÍAS
4;L504-SPAD01-019;CONTROL DE TENSIÓN
4;L504-SPAD01-020;LINNER
4;L504-SPAD01-021;MATERIAL
4;L504-SPAD01-022;SISTEMA DE SEGURIDAD
3;L504-SPAD01-000143;WIND-UP B
4;L504-SPAD01-023;GUÍAS
4;L504-SPAD01-024;CONTROL DE TENSIÓN
4;L504-SPAD01-025;LINNER
4;L504-SPAD01-026;MATERIAL
4;L504-SPAD01-027;SISTEMA DE SEGURIDAD
1;L504-4150;DEPARTAMENTO - STEELASTIC
2;L504-DESUM01;DESHUMIDIFICADOR 01
2;L504-DESUM02;DESHUMIDIFICADOR 02
2;L504-DESUM03;DESHUMIDIFICADOR 03
2;L504-STEEL01;"STEELASTIC MACHINE 01 - 8"""
3;L504-STEEL01-00071;CREEL
4;CH-CHILCREL-CCH-01;CHILLER 1 ST1
4;CH-CHILCREL-CCH-02;CHILLER 2 ST1
4;CH-CRELAST1-CCH-01;CREEL A ST1
4;CH-CRELBST1-CCH-02;CREEL B ST1
4;CH-CRELCST1-CCH-03;CREEL C ST1
4;CH-CRELDST1-CCH-04;CREEL D ST1
4;CH-DESHCREL-CCH-01;DESHUMIDIFICADOR 1 ST1
4;CH-DESHCREL-CCH-02;DESHUMIDIFICADOR 2 ST1
4;CH-SSEGCREL-CCH-01;SISTEMA DE SEGURIDAD ST1
4;CH-TDCCRST1-CCH-01;TDC ST1
4;CH-TDFCRST1-CCH-01;TDF ST1
3;L504-STEEL01-00072;EXTRUSORA
4;CH-BARREXT-CCH-01;BARRIL ST1
4;CH-CABEXT-CCH-01;CABEZAL ST1
4;CH-GUSEXT-CCH-01;GUSANO ST1
4;CH-HOPPEXT-CCH-01;HOPPER ST1
4;CH-MOTEXT-CCH-01;MOTOR ST1
4;CH-PWRLLEXT-CCH-01;POWER ROLL ST1
4;CH-REDEXT-CCH-01;REDUCTOR ST1
4;CH-SSEGEXT-CCH-01;SISTEMA DE SEGURIDAD ST1
4;CH-TDCEXT-CCH-01;TDC ST1
4;CH-TDFEXT-CCH-01;TDF ST1
3;L504-STEEL01-00073;RODILLOS ENFRIADORES
4;CH-RETDFST1-CCH-01;TDC ST1
4;CH-RODENST1-CCH-01;RODILLO 1 ST1
4;CH-RODENST1-CCH-02;RODILLO 2 ST1
4;CH-RODENST1-CCH-03;RODILLO 3 ST1
4;CH-RODENST1-CCH-04;RODILLO 4 ST1
4;CH-RODENST1-CCH-05;RODILLO 5 ST1
4;CH-RODENST1-CCH-06;RODILLO 6 ST1
4;CH-RODENST1-CCH-07;RODILLO 7 ST1
4;CH-RODENST1-CCH-08;RODILLO 8 ST1
4;CH-RODENST1-CCH-09;RODILLO 9 ST1
4;CH-SSEGRENF-CCH-01;SISTEMA DE SEGURIDAD ST1
3;L504-STEEL01-00074;CORTADOR
4;CH-ARTCORT-CCH-01;ARTICULACION ST1
4;CH-ESTCORT-CCH-01;ESTRUCTURA ST1
4;CH-PORTCORI-CCH-01;PORTACUCHILLO INFERIOR ST1
4;CH-PORTCORS-CCH-01;PORTACUCHILLO SUPERIOR ST1
4;CH-SNEUCORT-CCH-01;SISTEMA NEUMATICO ST1
4;CH-SSEGCORT-CCH-01;SISTEMA DE SEGURIDAD ST1
4;CH-TDCCORT-CCH-01;TDC ST1
4;CH-TDFCORT-CCH-01;TDF ST1
3;L504-STEEL01-00075;MESA DE CORTE Y EMPALME
4;CH-MENTEMP-CCH-01;MESA DE EMPALME ST1
4;CH-MENTLOOP-CCH-01;LOOP MESA DE ENTRADA ST1
4;CH-MENTMCOR-CCH-01;MESA DE ENTRADA ST1
4;CH-MENTRAM-CCH-01;RAM ST1
4;CH-MENTTDC-CCH-01;TDC ST1
4;CH-MENTTDF-CCH-01;TDF ST1
4;CH-MENTVAC-CCH-01;VACIO ST1
3;L504-STEEL01-00076;APLICADOR DE HUINCHA
4;CH-APLHART-CCH-01;ARTICULACION ST1
4;CH-APLHCPOL-CCH-01;CAMILLA POLINES ST1
4;CH-APLHLOOP-CCH-01;LOOP ENTRADA APLICADOR ST1
4;CH-APLHSNEU-CCH-01;SISTEMA NEUMATICO ST1
4;CH-APLHTDC-CCH-01;TDC ST1
4;CH-APLHTDF-CCH-01;TDF ST1
4;CH-APLHTRAN-CCH-01;TRANSMISION ST1
3;L504-STEEL01-00078;TCU`S
4;CH-TCUBARR-CCH-17;TCU BARRIL ST1
4;CH-TCUCAB-CCH-01;TCU CABEZAL ST1
4;CH-TCUGEDG-CCH-01;TCU GUM EDGER ST1
4;CH-TCUGUS-CCH-09;TCU GUSANO ST1
4;CH-TCUHOPP-CCH-01;TCU HOPPER ST1
4;CH-TCUTDC-CCH-01;TDC ST1
4;CH-TCUTDF-CCH-01;TDF ST1
3;L504-STEEL01-00079;WINDUP
4;CH-WINDEST-CCH-01;ESTRUCTURA ST1
4;CH-WINDLOOP-CCH-01;LOOP ENTRADA ST1
4;CH-WINDSNEU-CCH-01;SISTEMA NEUMATICO ST1
4;CH-WINDSSEG-CCH-01;SISTEMA DE SEGURIDAD ST1
4;CH-WINDTDC-CCH-01;TDC ST1
4;CH-WINDTDF-CCH-01;TDF ST1
4;CH-WINDTRA-CCH-01;TRANSMISION ST1
3;L504-STEEL01-00080;SUMINISTROS GENERALES
4;CH-SGENAGUA-CCH-01;AGUA  ST1
4;CH-SGENAIR-CCH-01;AIRE ST1
4;CH-SGENELEC-CCH-01;ELECTRICIDAD ST1
4;CH-SGENVAP-CCH-01;VAPOR ST1
3;L504-STEEL01-00081;MAQUINA GENERAL
2;L504-STEEL02;"STEELASTIC MACHINE 02 - 8"""
3;L504-STEEL02-00071;CREEL
4;CH-CHILCREL-CCH-03;CHILLER 1 ST2
4;CH-CHILCREL-CCH-04;CHILLER 2 ST2
4;CH-CRELAST2-CCH-05;CREEL A ST2
4;CH-CRELBST2-CCH-06;CREEL B ST2
4;CH-CRELCST2-CCH-07;CREEL C ST2
4;CH-CRELDST2-CCH-08;CREEL D ST2
4;CH-DESHCREL-CCH-03;DESHUMIDIFICADOR 1 ST2
4;CH-DESHCREL-CCH-04;DESHUMIDIFICADOR 2 ST2
4;CH-SSEGCREL-CCH-02;SISTEMA DE SEGURIDAD ST2
4;CH-TDCCRST2-CCH-02;TDC ST2
4;CH-TDFCRST2-CCH-02;TDF ST2
3;L504-STEEL02-00072;EXTRUSORA
4;CH-BARREXT-CCH-02;BARRIL ST2
4;CH-CABEXT-CCH-02;CABEZAL ST2
4;CH-GUSEXT-CCH-02;GUSANO ST2
4;CH-HOPPEXT-CCH-02;HOPPER ST2
4;CH-MOTEXT-CCH-02;MOTOR ST2
4;CH-PWRLLEXT-CCH-02;POWER ROLL ST2
4;CH-REDEXT-CCH-02;REDUCTOR ST2
4;CH-SSEGEXT-CCH-02;SISTEMA DE SEGURIDAD ST2
4;CH-TDCEXT-CCH-02;TDC ST2
4;CH-TDFEXT-CCH-02;TDF ST2
3;L504-STEEL02-00073;RODILLOS ENFRIADORES
4;CH-RETDFST2-CCH-02;TDC ST2
4;CH-RODENST2-CCH-10;RODILLO 1 ST2
4;CH-RODENST2-CCH-11;RODILLO 2 ST2
4;CH-RODENST2-CCH-12;RODILLO 3 ST2
4;CH-RODENST2-CCH-13;RODILLO 4 ST2
4;CH-RODENST2-CCH-14;RODILLO 5 ST2
4;CH-RODENST2-CCH-15;RODILLO 6 ST2
4;CH-RODENST2-CCH-16;RODILLO 7 ST2
4;CH-RODENST2-CCH-17;RODILLO 8 ST2
4;CH-RODENST2-CCH-18;RODILLO 9 ST2
4;CH-SSEGRENF-CCH-02;SISTEMA DE SEGURIDAD ST2
3;L504-STEEL02-00074;CORTADOR
4;CH-ARTCORT-CCH-02;ARTICULACION ST2
4;CH-ESTCORT-CCH-02;ESTRUCTURA ST2
4;CH-PORTCORI-CCH-02;PORTACUCHILLO INFERIOR ST2
4;CH-PORTCORS-CCH-02;PORTACUCHILLO SUPERIOR ST2
4;CH-SNEUCORT-CCH-02;SISTEMA NEUMATICO ST2
4;CH-SSEGCORT-CCH-02;SISTEMA DE SEGURIDAD ST2
4;CH-TDCCORT-CCH-02;TDC ST2
4;CH-TDFCORT-CCH-02;TDF ST2
3;L504-STEEL02-00075;MESA DE CORTE Y EMPALME
4;CH-MENTEMP-CCH-02;MESA DE EMPALME ST2
4;CH-MENTLOOP-CCH-02;LOOP MESA DE ENTRADA ST2
4;CH-MENTMCOR-CCH-02;MESA DE ENTRADA ST2
4;CH-MENTRAM-CCH-02;RAM ST2
4;CH-MENTTDC-CCH-02;TDC ST2
4;CH-MENTTDF-CCH-02;TDF ST2
4;CH-MENTVAC-CCH-02;VACIO ST2
3;L504-STEEL02-00076;APLICADOR DE HUINCHA
4;CH-APLHART-CCH-02;ARTICULACION ST2
4;CH-APLHCPOL-CCH-02;CAMILLA POLINES ST2
4;CH-APLHLOOP-CCH-02;LOOP ENTRADA APLICADOR ST2
4;CH-APLHSNEU-CCH-02;SISTEMA NEUMATICO ST2
4;CH-APLHTDC-CCH-02;TDC ST2
4;CH-APLHTDF-CCH-02;TDF ST2
4;CH-APLHTRAN-CCH-02;TRANSMISION ST2
3;L504-STEEL02-00078;TCU`S
4;CH-TCUBARR-CCH-18;TCU BARRIL ST2
4;CH-TCUCAB-CCH-02;TCU CABEZAL ST2
4;CH-TCUGEDG-CCH-02;TCU GUM EDGER ST2
4;CH-TCUGUS-CCH-10;TCU GUSANO ST2
4;CH-TCUHOPP-CCH-02;TCU HOPPER ST2
4;CH-TCUTDC-CCH-02;TDC ST2
4;CH-TCUTDF-CCH-02;TDF ST2
3;L504-STEEL02-00079;WINDUP
